intro,outro,solo
41 41 43 45 45 43 45 50 43 41 40 41 43 43 41 43 48 41 41 41 43 45 45 43 45 50 43 41 40 41 43 43 41 43 48 41,41 41 43 45 45 43 45 50 43 41 40 41 43 43 41 43 48 41 41 41 43 45 45 43 45 50 43 41 40 41 43 43 41 43 48 41 41 41,57 38 41 45 38 41 45 36 40 43 38 41 45 41 45 50 50 55 36 40 43 36 40 43 34 38 41 36 40 43 40 43 48 55 40 43 40 43 38 41 40 43 40 43 48 40 41 53 34 43 36 45 41 38 41 41 43 38 41 57 41 45 41 45 40 43 41 45 45 50 62 50 53 48 52 55 45 48 40 43 41 40 41 55 40 48 40 48 60 48 50 43 44 38 45 57 38 43 38 41 41
21 24 26 26 28 24 21 21 24 26 24 16 24 21,28 28 28 31 33 31 28 24 26 28 28 28 31 33 31 28 26 24 21 19 19 21 24 24 28 31 23 28 26 26 26 24 19 24 23 21 28,40 43 40 45 43 40 38 28 31 28 33 31 28 26 38 40 43 45 43 45 40 26 28 31 33 31 33 28 40 43 40 45 43 40 38 28 31 28 33 31 28 26 45 43 40 38 36 38 33 36 35 33 31 28 26 24 28 21
42 44 42 42 44 42 42 37 40 49 47 44 47 49 51 52 49 47 44 49,37 44 44 42 47 44 42 44 37 42 42 40 44 42 35 40 37 44 49 49,37 39 40 40 42 40 39 37 37 35 32 35 32 35 37 37 40 39 37 35 37 39 40 39 37 35 37 37
39 39 39 34 39 46 44 43 41 39 39 43 46 48 46 48 46 48 46 43 46 43 39 39 39 34 39 46 44 43 41 39 39 43 46 48 46 48 46 48 46 43 46 46,39 39 39 43 41 41 41 39 41 41 41 39 36 38 38 38 39 41 38 36 34 31 43 41 43 43 41 41 39 41 36 36 41 39 38 38 38 39 41 41 38 34 31 46 41 43 46 41 39 36,37 49 34 46 32 44 34 46 37 49 39 51 27 39 32 44 34 46 35 47 34 46 32 44 34 46 37 49 34 46 32 44 34 46 37 49 39 51 27 39 32 44 34 46 35 47 34 46 32 44 34 46 39
42 42 50 49 49 47 49 42 42 45 47 45 47 38 40 42 40 42 43 43 43 43 42 40 38 40 42 38 47 49 50 47 49 42 42 50 49 49 47 49 42 42 45 47 45 47 38 40 42 40 42 43 43 43 43 42 40 38 40 42 38 47 49 50 47 49 47 46 47,42 35 35 37 38 42 40 37 33 35 37 40 38 35 35 37 38 35 37 30 28 30 31 38 40 38 37 35 37 33 28 28 31 31 33 28 30 42 35 35 37 38 42 40 37 33 35 37 40 38 35 35 37 38 35 37 30 28 30 31 38 40 38 37 35 37 33 33 33 40 42 43 40 42 42 40 38 37 38 38 38 42 40 42 40 38 37 37 45 45,47 38 40 43 42 35 38 42 38 40 35 35 38 42 38 40 40 35 38 40 38 40 42 43 50 49 47 49 47 49 50 49 47 46 46 47 49 50 52 54 59 61 61 62 64 62 59 57 59 57 55 55 54 54 55 54 52 54 52 54 52 54 59 57 59 57 57 54 55 54 54 52 50 49 49 50 52 54 55 57 55 54 52 54 54 54 59 62 59 62 59 64 64 62 61 61 59 59 57 57 55 54 55 54 52 54 52 50 49 47 50 49 47 45 47 45 43 45 43 45 43 42 42 54
39 44 44 42 44 35 35 42 42 39 39 37 35 35 35 37 39 37 37 35 35 32 32 35 37 35,37 35 39 30 37 37 37 35 39 35 37 39 39 39 37 35 37 39 34 34 35 34 32,30 34 35 37 39 37 30 35 37 38 37 37
51 51 48 46 43 43 41,41 41 44 43 41 41 39 36 41 48 48 43 41 39 41 41 41 44 43 41,36 43 36 44 36 43 36 41 36 43 36 44 36 43 36 41 36 43 36 44 36 43 36 41 36 43 36 44 36 43 36 41 36 43 36 44 36 43 36 41 36 43 36 44 36 43 41
23 23 35 30 30 31 31 21 33 28 28 30 30 23 35 30 30 31 31 35 35 35 37 30 37 38 37 35 30 23 35 30 30 31 31 30 42 37 37 38 38 37 35 35 42 40 38 37 35 34 37 38 37 35,23 26 30 30 28 28 26 25 26 25 26 28 23 23 26 30 30 28 28 25 26 23 26 30 30 28 28 26 25 26 25 26 28 23 23 30 28 26 23 26 25 23 26 30 30 28 28,35 47 45 42 43 43 33 45 45 43 42 35 47 45 42 43 43 47 47 46 42 42 42 49 50 49 50 49 47 42 42 49 50 49 50 49 47 42 47 49 50 52 52 49 50 49 47 49 49 45 42 40 38 35 33 35 38 35 38 35 42 43 43 43 40 47 40 40 42 45 42 47 23
42 44 45 47 44 37 37 37 42 40 38 35 40 42 44 44 49 47 45 44 30 32 33 40 38 28 30 32 38 37 37 37 42 40 38 35 33 32 38 37 33 30,30 30 30 42 42 42 42 40 44 37 37 37 42 40 38 35 33 32 33 35 40 37 30 30 30 42 42 42 44 45 47 44 37 37 37 42 40 38 35 40 42 44 44 49,21 18 30 32 33 40 38 37 38 28 30 32 38 37 22 26 28 35 33 32 33 35 40 38 37 42 44 45 54 54 54 54 54 56 52 49 54 52 50 47 44 44 49 47 54 42 44 45 45 42 37 42 41 30 42
39 37 34 39 41 42 41 42 46 41 39 37 30 32 34 27 27 25 42 42 41 42 41 39,39 41 42 42 42 44 42 41 39 42 41 41 41 42 41 39 37 41 41 41 41 34 41 42 41 39 42 42 42 44 42 41 39 42 41 41 41 42 41 39 37 41 41 41 41,39 41 42 41 39 46 41 34 37 54 56 39 41 42 41 39 37 39 51 53 54 42 44 46 49 46 30 25 30 34 34 41 38 38 39
30 28 30 28 25 23 21 18 21 21 23 23 21 23 21 23 25 25 28 30 30 37 35 33 33 35 35 33 28 28 25 32 33 21 23 25 23 21,25 25 23 25 25 28 25 23 25 21 21 23 25 28 25 23 23 21 23 25 28 25 30 28 30 28 28 25 28 16 25 23 25 28 25 23 23 23,42 45 47 49 47 45 47 45 40 45 47 49 52 47 49 45 25 28 32 33 32 35 30 37 40 28 42 45 27 47 45 33 32 47 30 29 45 40 45 47 49 52 47 49 45 25
36 38 48 45 38 43 43 41 40 36 43 45 41 38 45 41 41 38 45 41 41 38 41,31 33 36 38 31 33 36 38 33 31 29 29 29 38 38 38 36 36 33 31 29 33 31 33 36 38,36 38 36 45 43 41 45 43 41 43 45 48 38 41 31
43 43 41 38 41 43 45 38 45 45 45 45 41 43 43 43 43 45 40 38 36 38 38 43 43 41 38 36 38 36 33 43 43 43 45 41 38 38 36 38,33 38 38 38 36 38 41 40 38 33 38 38 38 31 33 36 35 33 33 41 36 38 41 36 38 38 36 33 31 29 43 43 43 41 40 38 36 38 38 45 45 45 45 41 43,45 48 50 50 48 45 48 52 50 41 45 48 50 50 53 43 45 48 47 45 33 36 38 41 48 45 43 45 43 41 52 43 33 45 36 48 50 38 53 41 40 52 38 50 50 48 45 43 41 43 33 45
35 35 34 35 34 27 30 30 30 30 32 34 32 34 35 37 37 37 37 35 35 34 34 32 34 35 35 35 35 34 27 30 30 32 34 32 34 35 37 37 37 37 35 35 34 34 34 34 34 35 34 32 34 35 27 30 30 29 30,25 34 35 37 37 37 37 35 35 34 34 32 34 35 35 35 35 34 27 30 30 32 34 32 25 34 35 37 37 37 37 35 35 34 34 28 34 34 34 35 34 32 34 35 27 27 30 30 33 32 30 34 35 37 37 37 37 35 35 34,34 32 35 34 32 34 32 30 35 34 32 37 35 34 35 34 32 35 34 32 32 32 35 34 32 37 35 34 35 34 32 25
33 33 30 30 26 28 30 26 38 40 42 38 40 42 42 37 35 37 35 33 35 35 38 40 40 40 37 35 35 37 35 30 33 35 33 38 40 42 38 40 42 42 37 35 37 35 33 35 35 38 40 40 40 37 35 35 30 33 35 38,26 28 30 33 30 28 26 26 30 33 35 38 35 35 33 35 38 40 38 40 38 35 33 35 33 33 30 30 28 30 28 26 26 28 30 33 30 28 26 26 30 30 33 35 38 35 35 33 35 35,38 40 42 43 45 42 47 45 47 42 40 38 30 33 30 28 26 42 45 47 50 47 45 37 38 40 42 40 38 33 35 47 50 52 50 47 45 47 42 40 42 45 47 45 42 40 38 38 40 42 45 47 50 52 50 52 54 47 50 52 50 52 50 52 54 45 47 50 26
45 47 52 50 50 47 47 45 45 43 40 40 38 38 52 50 50 47 47 45 47 52 50 50 47 47 45 45 43 40 38 52 50 50 47 47 45 47,35 38 40 43 42 42 42 40 40 38 38 35 35 38 40 43 43 45 47 45 43 42 43 47 45 45 43 42 43 42 40 38 38 35 35 38 40 43 45 42 43 42 40 43 45 47 52 50 50 47,40 35 40 43 35 45 42 40 38 40 31 36 31 43 38 40 42 43 35 43 35 45 42 33 38 43 42 31 40 36 43 38 45 40 47 38 45 36 43 38 45 35 42 36 43 33 40 35 38 40 43 42 45 43 47 42 45 40 43 42 45 38 33 43 30 42 35 40 39 37 39 35
43 43 41 40 41 43 45 43 41 40 40 43 40 38 38 38 43 45 43 38 43 41 40 43 43 41 40 43 45 43 41 41 40 41 43 45 43 41 40 40 43 40 38 38 38 38 40 41 40 38 36 35 33 31 38 36,31 33 36 38 40 41 40 38 36 40 41 40 41 43 40 38 36 36 33 36 41 41 40 38 31 33 36 38 40 41 40 38 36 40 41 40 41 43 40 38 36 36 33 36 41,29 34 38 41 43 41 43 40 41 40 48 46 45 46 45 43 45 43 41 38 41 45 43 41 43 43 48 50 52 50 45 48 48 43 45 43 40 38 40 45 43 45 48 50 48 45 43 45 43 40 38 36 43 31
48 48 46 48 46 43 41 46 51 50 46 41 43 43 43 41 43 46 46 43 43 46 51 50 48 46 43 41 43 43 41 43 46 41 43 41 39 39 36 39 48 46 43 41 39,43 41 43 46 41 43 41 39 43 41 43 46 43 46 48 46 43 41 43 41 39 36 48 46 43 43 41 41 41 39 36 48 46 46 51 50 46 41 43 43 43 41 43 46 46,39 51 50 51 53 50 51 50 43 39 48 46 44 43 44 43 43 44 43 48 50 51 36 38 39 55 50 43 38 43 29 31 34 36 39 51 48 43 41 22 29 22 38 36 34 43 55
30 32 33 30 37 37 37 35 37 35 37 40 42 42 42 42 45 44 40 35 37 35 37 35 37 40 37 37 37 42 42 42 40 40 37 35 37 37 37 35 37 35 37 40 42 42 42 42 42 45 44 42 40 35 37 35 37 35 37 40 37 28 33 30,42 40 42 40 42 40 40 37 33 37 35 35 42 40 42 40 42 40 33 35 37 35 35 35 37 35 37 40 37 37 37 42 40 33 35 37 35 37 35 37 40 37 28 28 33 30 30 32 33 30 37 37 37,47 49 49 49 40 44 47 49 47 49 52 54 54 54 54 57 56 49 52 59 35 37 38 42 57 45 56 44 49 52 54 30 54 52 54 28 52 49 25 30 32 33 35 37 37 37 37 37 35 37 37 37 42 42 42 44 45 44 40 40 35 37 35 37 35 37 40 37 28 30 28 30 42
40 36 45 38 38 50 48 50 45 45 48 48 45 48 41 43 43 41 43 43 41 41 45 38 38 38 45 41 43 43 41 43 41 40 40 40 40 36 40 38,38 38 45 45 41 43 43 41 38 38 36 33 33 36 40 38 45 45 43 45 41 43 43 41 43 41 40 40 40 40 36 45 38 38 50 48 50 45 45,33 29 26 33 29 26 33 29 26 34 31 26 36 31 28 33 29 26 33 29 26 33 29 26 33 29 26 33 29 26 33 29 26 34 31 29 36 38
49 42 50 49 50 49 40 47 50 49 47 47 45 47 49 47 45 42 42 45 47 45 47 42 45 47 49 50 49 47 54 52 50 49 47 45 47,45 45 45 45 43 42 38 40 42 40 40 42 43 42 42 43 42 40 38 40 35 35 37 38 37 35 42 40 45 40 40 40 42 43 42 50 49 50 49 42 50 49 50 49 40,47 50 57 54 57 54 50 52 52 50 52 50 49 47 45 47 42 54 45 40 38 50 40 38 40 38 35 33 28 33 30 52 38 35 42 40 45 42 40 38 50 37 35 35 38 42 40 52 38 40 42 45 42 54 42 45
39 41 42 44 37 37 37 37 39 39 41 41 41 44 48 46 48 48 46 46 48 48 46 46 46 46 44 44 44 41 44 44 44 41 44 44 44 41 41 39 37 39 41 39 37,41 39 37 44 41 39 37 37 37 37 41 39 37 44 41 39 37 37 37 32 41 39 37 44 41 39 37 46 46 44 44 46 44 41 32 41 44 46 46 46 44 44 41 41 44 44 49 49 46,39 39 37 37 37 39 39 41 39 41 42 39 44 37 39 41 37 56 34 46 36 48 49 37 51 39 41
47 43 45 38 50 50 43 40 38 40 50 38 40 50 45 47 43 40 40 50 47 43 45 38 50 50 38 40 38 40 47 38 40 47 38 40,35 38 40 38 40 43 42 43 42 38 35 35 38 40 38 40 43 42 40 40 38 47 38 47 45 43 45 38 45 45 40 43 38 40 47 38 40 47 43 40,35 36 35 40 35 33 35 43 35 33 35 43 42 40 33 31 33 35 38 40 35 33 35 43 42 38 40 38 35 52 47 50 45 50 47 43 45 47 50 52 47 45 47 54 45 47 55 52 35
46 39 42 49 46 44 44 44 44 44 44 44 39 44 39 44 42,42 42 42 42 42 42 37 41 42 42 39 42 39 46 46 42 44 46 46 51,37 47 42 39 42 44 42 41 39 42
36 31 33 31 33 36 38 36 38 36 45 36 38 36 38 36 45 45 46 45 43 41 41 38 41 43 41 36 43 41,36 33 31 33 36 33 33 31 33 36 29 26 31 29 26 29 29 29,55 53 52 48 45 43 41 40 40 41 40 36 33 50 52 53 52 48 46 45 43 41 48 36 43 36
53 53 48 48 51 50 46 38 38 46 46 45 43 38 41 43 45 46 48 46 45 46 48 51 50 48 46 48 50 51 50 48 46 43 45 46,46 48 50 46 41 46 46 55 53 53 53 48 48 51 50 46 38 38 46 46 45 45 38 41 43 45 46 48 46 45 46 48 51 50 48 46 43 45 46 46 46 46,41 43 45 46 48 46 50 55 57 58 57 53 46 48 50 51 50 50 48 46
39 37 39 46 46 46 39 37 44 44 39 42 42 39 41 39 46 46 46 51 49 46 46 39 42 41 37 39,39 46 46 46 39 37 44 44 39 42 42 39 41 39 46 46 46 51 49 46 46 39 42 42 44 41 39 46 46 46 39,46 46 49 51 49 51 46 46 49 51 49 46 46 46 49 51 49 51 54 54 51 49 46 46 49 51 49 51 46 46 49 51 49 46 46 46 49 51 49 51 54 54 49 51 54 58 56 56 39
42 44 47 44 37 39 35 32 30 39 35 32 30 32 37 39 35 32 42 44 47 44 37 39 35 32 30 39 35 32 30 32 37 39 35 32,38 40 36 33 31 43 45 48 45 43 45 43 40 36 38 43 40 38 43 45 48 45 38 40 36 33 31 40 36 33 31 33 38 40 36 33 38,49 40 47 49 47 49 47 49 51 49 47 49 47 49 47 49 54 51 56 59 61 63 54 56 39 37 59 35 39 56 32 59 61 63 66 63 61 59 42 61 37 37 42 46 42 46 49 62 50 38 40 38 40 42 43 45 47 48 50 52 50 38 40
31 33 35 38 35 33 31 26 28 31 33 35 35 38 35 33 33 31 33 33 35 31 33 31 28 28 26 35 38 40 38 35 28 35 33 33 31 28 26 28 31,31 33 35 38 35 33 31 26 28 31 33 35 35 38 35 33 33 31 33 33 35 31 33 31 28 28 26 35 38 40 38 35 28 35 33 33 31 28 26 28 31 35,31 33 35 35 38 35 33 31 26 28 31 33 35 35 38 35 33 33 31 33 31 33 35 35 38 35 33 31 26 28 28 35 33 33 31 28 26 28 31 31
47 50 52 55 54 50 54 54 52 47 50 52 55 52 45 50 50 47 52 59 57 52 55 52 50 47 50 59 57 55 50 55 52,43 43 43 42 42 42 40 38 40 38 38 40 35 43 43 43 43 43 42 43 42 38 40 47 38 40 43 43 43 42 43 42 38 40 38 38 40 35 31 31 31 43 42 43 42 38 40 47 38 40 47 50,26 28 31 33 35 38 40 38 35 43 40 42 33 31 33 28 31 28 31 33 35 35 40 45 42 40 42 42 40 42 43 50 42 43 48 47 48 47 48 47 48 47 48 47 48 47 48 47 48 47 48 47 48 47 48 47 48 47 47 45 48 43 47 42 43 42 40 38 36 35 38 36 35 33 35 35 35 40 35 36 35 36 35 33 31 33 23 28 30 31 30 28 28 26 23 21 23 21 19 23 28 30 31 35 33 35 36 38 40 42 43 45 47 47 48 50 47 48 50 52 40 43
33 35 38 40 42 45 47 45 38 37 38 40 42 42 47 45 45 45 47 45 42 45 45 38 40 38 40 42 40 33 35 38 40 42 45 47 45 38 37 38 42 42 47 45 47 45 45 45 40 38 35 40 38,33 35 33 42 42 35 38 40 38 35 33 33 35 33 47 45 42 40 38 40 42 42 40 42 45 37 38 40 37 38 35 33 35 42 35 33 35 38 40 38 40 42 45 33,42 45 42 42 42 40 38 35 33 35 30 28 30 28 21 23 23 21 23 47 49 50 49 47 45 42 40 38 40 42 45 42 45 45 45 42 40 42 50 49 47 42 33 35 38 47 35 37 38 35 45 45 45 33
51 48 51 53 51 48 51 53 51 48 46 46 43 51 48 48 46 43 41 39 46 43 41 43 41 39 39 36 48 48 51 46 48 46 43 46 41 39 36 34 39,39 38 36 36 43 41 43 43 46 48 48 48 50 48 46 43 43 46 48 48 48 48 48 51 51 48 46 48 46 43 46 51 51 51 48 51 53 51 48 51 53 51 48 46 46 43 51 48 48 46 43 41 39 46 43 41,46 48 46 51 53 55 58 60 60 58 55 53 51 53 55 55 55 53 55 53 51 48 46 41 43 46 41 43 46 48 51 51 53 51 48 46 51 53 55 60 58 51 53 55 60 58 55 58 55 53 51 39 39 43
40 43 40 38 47 47 47 47 47 45 43 45 43 40 45 45 45 45 43 47 45 43 40 43 45 47 47 47 47 47 45 47 45 47 50 47 45 43 40 45 45 45 45 43 47 45 43 40 43 43,31 31 31 33 35 38 35 33 31 28 31 31 31 33 35 38 35 33 31 33 40 40 40 40 38 40 43 40 40 38 38 35 33 31 33 33 33 33 35 36 43 40 38 40 38 47 47 47 47 47 45 43 45 43 40,55 62 60 59 57 55 55 50 51 52 55 55 55 51 53 55 57 59 62 21 28 26 26 31 30 26 33 31 30 35 33 35 36 35 45 43 43 43 40 38 43 45 43 42 43 42 40 38 40 38 36 35 24 28 33 36 40 36 35 33 31 28 31 24 26 28 38 45 43 42 43 40 42 38 36 35 33 38 31 38
45 45 45 45 42 38 40 35 42 40 38 40 35 42 38 40 40 45 42 37 38 38 37 35 37 38 40 33 47 45 42 42 40 38 42 40 33 35 38 35,42 38 40 35 42 40 38 40 35 42 38 40 40 45 42 37 38 38 37 35 37 38 40 33 47 45 42 42 40 38 42 40 42 40 45 45 45 45 45 45 42 38,33 40 33 40 35 42 35 47 47 35 45 30 47 38 45 37 47 35 50 30 47 42 42 40 47 47 38 45 35 47 50 33 49 35 45 47 42 45 42 47 47 40 45 38 47 40 45 42 47 40 45 33 47 35 42 42 47 47 40 45 38 47 50 33 49 35 45 47 35 42 35 47 37 47 38 45 40 47 45 45 43 47 42 50 38 47 30 42 30 47 47 33 45 35 47 50 33 49 35 45 47 42 42 40 47 47 38 45 35 47 40 45 38 47 35 45 30 47 35 42 42 47 47 40 45 38 47 50 33 49 35 45 47 42
56 56 49 44 52 49 52 49 49 47 49 49 47 49 44 47 49 49 47 49 59 56 54 54 54 52 56 56 54 52,49 52 49 47 59 56 56 49 44 52 49 52 49 49 47 49 49 47 49 44 47 49 49 47 49 59 56 54 54 54 52 59 59 56 54,28 25 25 20 28 25 23 20 28 25 25 20 28 25 23 20 28 25 25 20 28 25 23 20 28 25 25 20 28 25 23 20 28 25 25 20 28 25 23 20 28 25 25 20 28 25 23 20 28 25 25 20 28 25 23 20 28 25 25 20 28 25 23 20 28 25 25 20 28 25 23 20 28 25 25 20 28 25 23 20 28 25 25 20 28 25 23 20 28 25 25 20 28 25 23 40 20 40 28 40 25 40 25 40 20 28 39 25 23 20 28 25 25 37 20 37 28 37 25 37 23 37 20 28 39 25 25 20 28 25 23 20 28 25 49
36 29 29 29 29 29 32 29 41 41 41 41 39 36 34 36 34 36 39 39 39 39 39 36 34 36 34 32 29 29 29 29 29 32 34 34 34 34 34 36 39 39 39 39 39 36 41,32 32 32 32 32 29 27 27 29 32 32 32 32 32 34 36 34 34 34 34 34 32 36 36 34 36 36 36 36 36 39 41 41 41 41 41 39 36 34 36 34 36 39 39,51 44 43 46 44 51 44 43 46 29 32 34 36 34 36 39 39 41 39 41 39 36 34 32 39 36 29 32 33 34 36 34 32 29 39 29 31 32 27 32 31 29 32 41 44
39 39 41 43 46 46 46 39 41 41 43 39 39 39 39 36 46 48 48 39 43 46 46 43 41,34 43 41 39 39 39 39 36 34 46 48 48 39 41 43 46 46 39 41 39 39 39 39 36 34 46 48 48 39 39 41 43 46,43 50 46 44 43 44 41 39 38 39 43 48 46 44 46 34 39 41 43 34 39 41 34
42 44 40 37 40 40 40 42 45 42 40 37 30 33 35 37 40 42 42 40 37 37 40 40 37 45 44 42 40 42 40 37 35 35 37 40 42 35 37 33,28 30 33 40 37 35 33 30 28 33 35 37 42 42 37 40 35 37 40 33 30 37 35 33 35 33 30 28 30 33 37 35 33 35 37 33 40 40 40 42 45,37 40 40 40 42 45 42 40 37 30 33 35 37 40 42 40 42 40 37 38 35 33 35 37 42 40 42 45 47 49 52 49 49 49 47 49 47 45 42 45 47 45 42 40 38 37 35 28 33
33 33 31 31 35 35 40 40 40 40 38 38 35 33 33 33 33 33 31 31 38 35 40 40 40 43 35 33 35 33 33 33 33 33 31 28 31 31,26 28 31 33 35 31 35 33 33 33 33 33 31 31 28 28 26 28 31 33 35 38 35 33 33 33 33 33 31 31 35 35 40 40 40 40 38 38 35 33,26 28 31 33 35 31 35 33 38 40 43 45 47 43 47 45 33 36 33 36 33 36 33 36 31 31 28 28 43 40 40 26 28 31 33 35 38 35 33 35 33 35 33 31 28 31 31 26
40 42 44 47 44 42 40 42 44 49 44 42 40 42 44 51 51 47 49 49 47 49 47 49 52 49 44 47 35 37 40 40 40 42 44 44 47 49 49 51 49 47 44 44 42 42 40 37 35 37 40 39 37 35 37,35 37 40 40 40 42 44 44 47 49 49 52 49 47 44 44 42 42 40 37 35 37 35 40 40 40 40 42 35 37 40 40 40 42 44 44 47 49 49 51 49 47 44 44 42 42 40 37 35 37 40 39 37 35 37 40,42 42 40 37 35 37 40 37 35 37 35 32 30 32 35 32 42 42 40 37 35 37 40 37 35 37 39 40 37 39 40 42 39 40 42 44 40 42 44 45 42 44 45 47 44 45 47 49 45 47 49 51 47 49 51 52 54 56 59 52 54 56 57 52 54 56 59 52 54 56 57 35
31 29 29 27 29 43 41 36 43 41 36 39 41 41 38 36 43 41 36 43 41 36 39 41 41 38 36 34 34 29 34 34 37 36 34 34 32 34 34 34 29 32 32 34 31 29 29 27 29,29 29 32 31 29 29 29 36 34 36 36 36 39 36 34 34 34 32 31 29 27 24 29 29 32 31 29 29 29 36 34 36 36 36 39 36 34 34 34 32 31 29 29 27 29 43 41 36 43 41,53 51 48 44 36 41 41 39 41 36 39 43 39 36 41 44 46 44 46 46 49 48 24 27 29 32 32 36 39 41 43 44 46 48 48 53 51 53 51 48 46 48 46 44 41 43 44 43 41 39 41 43 41 29
47 45 43 45 47 45 47 50 52 52 52 50 48 50 52 50 38 40 43 43 45 47 48 47 45 43 48 47 45 45 47 43 43,38 40 43 47 45 43 45 47 45 38 40 43 47 45 43 45 47 45 47 50 52 52 52 50 48 50 52 50 38 40 43 43 45 47 48 47 45,43 38 42 38 43 38 42 43 38 42 38 43 38 42 43 38 42 43 45 43 42 43 38 42 38 43 38 42 43 38 42 38 38 43 50 50 43 45 38 45 38
39 42 47 47 47 47 44 42 42 42 42 42 37 35 37 37 37 37 37 42 39 39 42 47 47 47 47 44 42 42 42 42 42 37 35 37 37 37 39 37 35 32 35,39 39 37 39 42 37 37 37 39 32 35 35 39 39 39 39 37 39 42 44 42 42 42 44 32 35 35 37 32 35 39 32 35,35 34 30 30 34 35 34 32 39
44 47 49 52 51 44 52 44 42 49 49 47 44 42 40,44 44 42 39 40 44 44 42 40 42 47 44 49 49 47,54 56 54 56 59 56 54 56 61 56 25 27 51 52 28 54 59 56 44 47 52 54 49 56 44 49 56 49 42 54 35 52 40 35 44 45 40 47 47 32 44
36 41 39 41 44 41 39 41 41 41 32 34 36 34 34 34 34 36 39 39 41 39 41 39 36 36 41 41 39 41 44 41 39 41 41 41 32 34 36 36 36 34 36 39 36 46 44 46 43 41,29 36 36 36 34 36 34 32 31 29 27 29 24 27 29 29 32 29 29 34 32 34 36 31 31 29 27 24 27 29 29 36 36 36 34 36 34 32 31 29 27 29 24 27 29 29 32 29 34 34 32 34 36 39 39 39 39 36 44 43 41,36 41 44 48 44 46 44 41 44 48 46 46 48 43 41 43 41 39 39 41 39 36 36 41 39 41 44 41 39 41 41 41 32 34 36 34 36 34 36 39 36 39 44 46 44 41 29
25 30 28 37 40 40 40 40 40 42 37 35 33 30 33 35 35 35 37 35 35 33 33 42 42 40 42 40 40 42 40 40 37 40 30 33 33 33 33 30 42 40 40 42 37 35 45 45 42 42 40 40 42 40 40 42 37 30 33 30 30 42 42 40 42 40 42 40 28 28 40 37 35 37 35 33 28 28 40 37 35 37 35 33 28 28 42 40 40 37 42 40 40 37 42 40 37 42 40 28 37 35 37 35 33,28 37 37 37 35 37 35 33 35 37 35 35 33 35 33 25 30 28 37 40 40 40 40 40 42 37 35 33 30 33 35 35 35 37 35 33 35 28 37 37 35 37 35 33 35 37 35 35 33 35 33 25 30 28 37 40 40 40 40 40 42 37 35 33 30 33 35 35 35 37 35 35 33 33 42 42 40 42 40 40 42 40 40 37 40 30 33 33 33 33 30,28 33 28 33 37 30 40 37 35 33 35 28 42 42 45 42 40 42 40 42 40 42 45 42 40 42 40 37 40 37 33 35 40 37 42 40 37 40 35 40 49 52 54 52 54 57 54 52 52 54 57 61 59 57 54 52 54 52 52 54 57 54 61 61 59 61 64 61 59 57 54 57 61 59 54 52 28
45 42 42 45 47 47 47 45 45 42 49 49 49 45 45 42 40 38 40 42 35 40 42 33 38 35,42 45 47 47 47 45 45 42 45 45 47 40 45 42 40 38 40 42 35 40 38 40 45 42 42 45 47 47 47,54 54 53 51 53 49 53 49 58 56 53 54 53 51 49 51 39 45 44 42 39 42 44 42 39 39 37 37 37 38 33 38 33 45 47 45 42 45 47 47 51 51 47 51 47 42
42 33 35 37 40 37 35 35 35 37 38 38 38 37 35 35 37 33 33 33 35 35 28 28 33 32 33 30,30 30 32 33 33 37 37 35 33 35 37 37 40 42 42 33 35 37 40 37 35 35 35 37 38 38 38 37 35 35 37 33 33 33 37 35,45 44 45 47 44 42 49 52 54 56 57 56 54 57 56 57 59 61 59 57 59 57 56 57 56 54 56 30 54
38 38 38 38 38 38 40 40 40 40 40 43 40 40 38 38 38 38 38 40 43 40 38 40 47 45,36 36 36 35 33 31 35 33 36 36 40 38 36 35 33 33 33 26 33 33 35 33 31 33 33 33 26 28 31 28 36 36 36 35 33 31,26 28 31 33 35 33 31 28 26 28 31 33 35 38 33 33 33 26 33 33 35 33 31 33 33 33 26 28 31 28 36
34 36 34 39 37 37 36 36 48 44 41 43 41 43 41 43 44 44 41 41 39 41 34 46 44 44 43 43 41 41 39 39 37 37 37 36 34 37 36 36 48 44 43 41 43 41 43 41 43 44 44 41 41 39 41 44 44 44 44 43 43 43 41 41 41 39 44 43 43 41,43 41 36 32 31 29 31 32 34 34 34 32 36 34 43 41 36 32 31 29 31 32 34 34 34 36 37 36 36 36 36 34 34 36 43 43 41 43 41 39 36 39 41 32 36 36 36 34 34 34 36 34 39 37 36 43 41 36 32 31 29 31 32,46 44 43 41 37 39 37 36 36 34 32 31 31 29 29 34 34 36 34 36 39 41 46 44 43 41 39 37 36 34 32 48 46 44 43 41 41 39 41 44 41 41 39 36 34 36 39 37 36 34 36 41 44 44 36 41 43 46 46 44 48 43
37 39 41 41 44 46 44 39 41 41 39 37 34 37 34 37 34 39 41 32 32 34 37 37 34 32 41 41 37 37 41 39 39 37 37 34 34 37,37 39 41 41 41 41 39 37 39 36 32 32 32 34 37 34 37 34 37 34 39 41 32 32 34 37 37 37 34 32 32 41 41 37 37 41 39 37 37 34 37 39 37 39 41,37 39 41 42 44 46 46 49 52 51 49 51 49 46 44 41 39 37 39 37 34 37 41 44 54 53 51 49 53 51 49 46 49 39 41 44 46 49 46 49 51 53 51 49 46 49 37
